"","state","gender","age","type","freq"
"1549","South Carolina","Male","55.to.64","Employed",156689
"1550","South Dakota","Male","55.to.64","Employed",33499
"1551","Tennessee","Male","55.to.64","Employed",212806
"1552","Texas","Male","55.to.64","Employed",725500
"1553","Utah","Male","55.to.64","Employed",71086
"1554","Vermont","Male","55.to.64","Employed",30968
"1555","Virginia","Male","55.to.64","Employed",293942
"1556","Washington","Male","55.to.64","Employed",247131
"1557","West Virginia","Male","55.to.64","Employed",62596
"1558","Wisconsin","Male","55.to.64","Employed",221836
"1559","Wyoming","Male","55.to.64","Employed",23370
"1560","Puerto Rico","Male","55.to.64","Employed",59959
"1561","Alabama","Male","55.to.64","Unemployed",8340
"1562","Alaska","Male","55.to.64","Unemployed",937
"1563","Arizona","Male","55.to.64","Unemployed",14023
"1564","Arkansas","Male","55.to.64","Unemployed",3869
"1565","California","Male","55.to.64","Unemployed",96929
"1566","Colorado","Male","55.to.64","Unemployed",11230
"1567","Connecticut","Male","55.to.64","Unemployed",9999
"1568","Delaware","Male","55.to.64","Unemployed",1889
"1569","District of Columbia","Male","55.to.64","Unemployed",1629
"1570","Florida","Male","55.to.64","Unemployed",59802
"1571","Georgia","Male","55.to.64","Unemployed",22612
"1572","Hawaii","Male","55.to.64","Unemployed",2296
"1573","Idaho","Male","55.to.64","Unemployed",3019
"1574","Illinois","Male","55.to.64","Unemployed",30940
"1575","Indiana","Male","55.to.64","Unemployed",13565
"1576","Iowa","Male","55.to.64","Unemployed",3603
"1577","Kansas","Male","55.to.64","Unemployed",4137
"1578","Kentucky","Male","55.to.64","Unemployed",6995
"1579","Louisiana","Male","55.to.64","Unemployed",7472
"1580","Maine","Male","55.to.64","Unemployed",2444
"1581","Maryland","Male","55.to.64","Unemployed",11712
"1582","Massachusetts","Male","55.to.64","Unemployed",16573
"1583","Michigan","Male","55.to.64","Unemployed",27496
"1584","Minnesota","Male","55.to.64","Unemployed",9843
"1585","Mississippi","Male","55.to.64","Unemployed",4764
"1586","Missouri","Male","55.to.64","Unemployed",11337
"1587","Montana","Male","55.to.64","Unemployed",1576
"1588","Nebraska","Male","55.to.64","Unemployed",2189
"1589","Nevada","Male","55.to.64","Unemployed",9412
"1590","New Hampshire","Male","55.to.64","Unemployed",2887
"1591","New Jersey","Male","55.to.64","Unemployed",27203
"1592","New Mexico","Male","55.to.64","Unemployed",3376
"1593","New York","Male","55.to.64","Unemployed",41503
"1594","North Carolina","Male","55.to.64","Unemployed",22295
"1595","North Dakota","Male","55.to.64","Unemployed",291
"1596","Ohio","Male","55.to.64","Unemployed",25051
"1597","Oklahoma","Male","55.to.64","Unemployed",4521
"1598","Oregon","Male","55.to.64","Unemployed",10965
"1599","Pennsylvania","Male","55.to.64","Unemployed",26292
"1600","Rhode Island","Male","55.to.64","Unemployed",2996
"1601","South Carolina","Male","55.to.64","Unemployed",10503
"1602","South Dakota","Male","55.to.64","Unemployed",774
"1603","Tennessee","Male","55.to.64","Unemployed",12794
"1604","Texas","Male","55.to.64","Unemployed",38317
"1605","Utah","Male","55.to.64","Unemployed",2925
"1606","Vermont","Male","55.to.64","Unemployed",1178
"1607","Virginia","Male","55.to.64","Unemployed",11738
"1608","Washington","Male","55.to.64","Unemployed",15243
"1609","West Virginia","Male","55.to.64","Unemployed",2067
"1610","Wisconsin","Male","55.to.64","Unemployed",10922
"1611","Wyoming","Male","55.to.64","Unemployed",550
"1612","Puerto Rico","Male","55.to.64","Unemployed",5535
"1613","Alabama","Male","65.to.74","Employed",41851
"1614","Alaska","Male","65.to.74","Employed",5885
"1615","Arizona","Male","65.to.74","Employed",52499
"1616","Arkansas","Male","65.to.74","Employed",26366
"1617","California","Male","65.to.74","Employed",301857
"1618","Colorado","Male","65.to.74","Employed",45633
"1619","Connecticut","Male","65.to.74","Employed",41151
"1620","Delaware","Male","65.to.74","Employed",9307
"1621","District of Columbia","Male","65.to.74","Employed",6031
"1622","Florida","Male","65.to.74","Employed",195647
"1623","Georgia","Male","65.to.74","Employed",73158
"1624","Hawaii","Male","65.to.74","Employed",16048
"1625","Idaho","Male","65.to.74","Employed",13446
"1626","Illinois","Male","65.to.74","Employed",111695
"1627","Indiana","Male","65.to.74","Employed",56244
"1628","Iowa","Male","65.to.74","Employed",33313
"1629","Kansas","Male","65.to.74","Employed",30890
"1630","Kentucky","Male","65.to.74","Employed",35347
"1631","Louisiana","Male","65.to.74","Employed",39699
"1632","Maine","Male","65.to.74","Employed",15652
"1633","Maryland","Male","65.to.74","Employed",63569
"1634","Massachusetts","Male","65.to.74","Employed",71569
"1635","Michigan","Male","65.to.74","Employed",70788
"1636","Minnesota","Male","65.to.74","Employed",49724
"1637","Mississippi","Male","65.to.74","Employed",24458
"1638","Missouri","Male","65.to.74","Employed",54497
"1639","Montana","Male","65.to.74","Employed",11437
"1640","Nebraska","Male","65.to.74","Employed",22598
"1641","Nevada","Male","65.to.74","Employed",25297
"1642","New Hampshire","Male","65.to.74","Employed",14873
"1643","New Jersey","Male","65.to.74","Employed",94561
"1644","New Mexico","Male","65.to.74","Employed",19086
"1645","New York","Male","65.to.74","Employed",177132
"1646","North Carolina","Male","65.to.74","Employed",82853
"1647","North Dakota","Male","65.to.74","Employed",8286
"1648","Ohio","Male","65.to.74","Employed",101958
"1649","Oklahoma","Male","65.to.74","Employed",37470
"1650","Oregon","Male","65.to.74","Employed",32672
"1651","Pennsylvania","Male","65.to.74","Employed",128303
"1652","Rhode Island","Male","65.to.74","Employed",10837
"1653","South Carolina","Male","65.to.74","Employed",42017
"1654","South Dakota","Male","65.to.74","Employed",10555
"1655","Tennessee","Male","65.to.74","Employed",55124
"1656","Texas","Male","65.to.74","Employed",213297
"1657","Utah","Male","65.to.74","Employed",20425
"1658","Vermont","Male","65.to.74","Employed",8325
"1659","Virginia","Male","65.to.74","Employed",81292
"1660","Washington","Male","65.to.74","Employed",57071
"1661","West Virginia","Male","65.to.74","Employed",14518
"1662","Wisconsin","Male","65.to.74","Employed",50298
"1663","Wyoming","Male","65.to.74","Employed",6151
"1664","Puerto Rico","Male","65.to.74","Employed",18964
"1665","Alabama","Male","65.to.74","Unemployed",2467
"1666","Alaska","Male","65.to.74","Unemployed",262
"1667","Arizona","Male","65.to.74","Unemployed",5043
"1668","Arkansas","Male","65.to.74","Unemployed",1589
"1669","California","Male","65.to.74","Unemployed",28461
"1670","Colorado","Male","65.to.74","Unemployed",3960
"1671","Connecticut","Male","65.to.74","Unemployed",4084
"1672","Delaware","Male","65.to.74","Unemployed",701
"1673","District of Columbia","Male","65.to.74","Unemployed",349
"1674","Florida","Male","65.to.74","Unemployed",21882
"1675","Georgia","Male","65.to.74","Unemployed",6051
"1676","Hawaii","Male","65.to.74","Unemployed",747
"1677","Idaho","Male","65.to.74","Unemployed",1061
"1678","Illinois","Male","65.to.74","Unemployed",7658
"1679","Indiana","Male","65.to.74","Unemployed",3667
"1680","Iowa","Male","65.to.74","Unemployed",1154
"1681","Kansas","Male","65.to.74","Unemployed",1237
"1682","Kentucky","Male","65.to.74","Unemployed",2020
"1683","Louisiana","Male","65.to.74","Unemployed",2059
"1684","Maine","Male","65.to.74","Unemployed",912
"1685","Maryland","Male","65.to.74","Unemployed",3854
"1686","Massachusetts","Male","65.to.74","Unemployed",5705
"1687","Michigan","Male","65.to.74","Unemployed",7230
"1688","Minnesota","Male","65.to.74","Unemployed",2415
"1689","Mississippi","Male","65.to.74","Unemployed",1166
"1690","Missouri","Male","65.to.74","Unemployed",2960
"1691","Montana","Male","65.to.74","Unemployed",495
"1692","Nebraska","Male","65.to.74","Unemployed",905
"1693","Nevada","Male","65.to.74","Unemployed",3370
"1694","New Hampshire","Male","65.to.74","Unemployed",881
"1695","New Jersey","Male","65.to.74","Unemployed",9755
"1696","New Mexico","Male","65.to.74","Unemployed",1209
"1697","New York","Male","65.to.74","Unemployed",13860
"1698","North Carolina","Male","65.to.74","Unemployed",5760
"1699","North Dakota","Male","65.to.74","Unemployed",278
"1700","Ohio","Male","65.to.74","Unemployed",6412
"1701","Oklahoma","Male","65.to.74","Unemployed",1404
"1702","Oregon","Male","65.to.74","Unemployed",3219
"1703","Pennsylvania","Male","65.to.74","Unemployed",9052
"1704","Rhode Island","Male","65.to.74","Unemployed",833
"1705","South Carolina","Male","65.to.74","Unemployed",3390
"1706","South Dakota","Male","65.to.74","Unemployed",224
"1707","Tennessee","Male","65.to.74","Unemployed",3648
"1708","Texas","Male","65.to.74","Unemployed",12308
"1709","Utah","Male","65.to.74","Unemployed",1136
"1710","Vermont","Male","65.to.74","Unemployed",494
"1711","Virginia","Male","65.to.74","Unemployed",3319
"1712","Washington","Male","65.to.74","Unemployed",4342
"1713","West Virginia","Male","65.to.74","Unemployed",602
"1714","Wisconsin","Male","65.to.74","Unemployed",2899
"1715","Wyoming","Male","65.to.74","Unemployed",294
"1716","Puerto Rico","Male","65.to.74","Unemployed",1268
"1717","Alabama","Female","65.to.74","Employed",33444
"1718","Alaska","Female","65.to.74","Employed",4672
"1719","Arizona","Female","65.to.74","Employed",43918
"1720","Arkansas","Female","65.to.74","Employed",22466
"1721","California","Female","65.to.74","Employed",238901
"1722","Colorado","Female","65.to.74","Employed",36833
"1723","Connecticut","Female","65.to.74","Employed",35951
"1724","Delaware","Female","65.to.74","Employed",8401
"1725","District of Columbia","Female","65.to.74","Employed",5702
"1726","Florida","Female","65.to.74","Employed",158223
"1727","Georgia","Female","65.to.74","Employed",57351
"1728","Hawaii","Female","65.to.74","Employed",13884
"1729","Idaho","Female","65.to.74","Employed",9848
"1730","Illinois","Female","65.to.74","Employed",98942
"1731","Indiana","Female","65.to.74","Employed",48016
"1732","Iowa","Female","65.to.74","Employed",28678
"1733","Kansas","Female","65.to.74","Employed",25550
"1734","Kentucky","Female","65.to.74","Employed",29359
"1735","Louisiana","Female","65.to.74","Employed",33210
"1736","Maine","Female","65.to.74","Employed",12561
"1737","Maryland","Female","65.to.74","Employed",53378
"1738","Massachusetts","Female","65.to.74","Employed",62947
"1739","Michigan","Female","65.to.74","Employed",61636
"1740","Minnesota","Female","65.to.74","Employed",40878
"1741","Mississippi","Female","65.to.74","Employed",18914
"1742","Missouri","Female","65.to.74","Employed",49451
"1743","Montana","Female","65.to.74","Employed",9411
"1744","Nebraska","Female","65.to.74","Employed",18158
"1745","Nevada","Female","65.to.74","Employed",21115
"1746","New Hampshire","Female","65.to.74","Employed",13008
"1747","New Jersey","Female","65.to.74","Employed",78608
"1748","New Mexico","Female","65.to.74","Employed",15325
"1749","New York","Female","65.to.74","Employed",155601
"1750","North Carolina","Female","65.to.74","Employed",69188
"1751","North Dakota","Female","65.to.74","Employed",6853
"1752","Ohio","Female","65.to.74","Employed",91209
"1753","Oklahoma","Female","65.to.74","Employed",30094
"1754","Oregon","Female","65.to.74","Employed",26534
"1755","Pennsylvania","Female","65.to.74","Employed",108580
"1756","Rhode Island","Female","65.to.74","Employed",9290
"1757","South Carolina","Female","65.to.74","Employed",33727
"1758","South Dakota","Female","65.to.74","Employed",7865
"1759","Tennessee","Female","65.to.74","Employed",46237
"1760","Texas","Female","65.to.74","Employed",161521
"1761","Utah","Female","65.to.74","Employed",14855
"1762","Vermont","Female","65.to.74","Employed",6783
"1763","Virginia","Female","65.to.74","Employed",64921
"1764","Washington","Female","65.to.74","Employed",43827
"1765","West Virginia","Female","65.to.74","Employed",13512
"1766","Wisconsin","Female","65.to.74","Employed",43989
"1767","Wyoming","Female","65.to.74","Employed",5092
"1768","Puerto Rico","Female","65.to.74","Employed",10739
"1769","Alabama","Female","65.to.74","Unemployed",2094
"1770","Alaska","Female","65.to.74","Unemployed",165
"1771","Arizona","Female","65.to.74","Unemployed",2909
"1772","Arkansas","Female","65.to.74","Unemployed",970
"1773","California","Female","65.to.74","Unemployed",20536
"1774","Colorado","Female","65.to.74","Unemployed",2329
"1775","Connecticut","Female","65.to.74","Unemployed",2816
"1776","Delaware","Female","65.to.74","Unemployed",538
"1777","District of Columbia","Female","65.to.74","Unemployed",346
"1778","Florida","Female","65.to.74","Unemployed",15461
"1779","Georgia","Female","65.to.74","Unemployed",3943
"1780","Hawaii","Female","65.to.74","Unemployed",378
"1781","Idaho","Female","65.to.74","Unemployed",767
"1782","Illinois","Female","65.to.74","Unemployed",5830
"1783","Indiana","Female","65.to.74","Unemployed",2606
"1784","Iowa","Female","65.to.74","Unemployed",819
"1785","Kansas","Female","65.to.74","Unemployed",817
"1786","Kentucky","Female","65.to.74","Unemployed",1285
"1787","Louisiana","Female","65.to.74","Unemployed",1527
"1788","Maine","Female","65.to.74","Unemployed",624
"1789","Maryland","Female","65.to.74","Unemployed",2715
"1790","Massachusetts","Female","65.to.74","Unemployed",4507
"1791","Michigan","Female","65.to.74","Unemployed",5040
"1792","Minnesota","Female","65.to.74","Unemployed",1662
"1793","Mississippi","Female","65.to.74","Unemployed",921
"1794","Missouri","Female","65.to.74","Unemployed",2676
"1795","Montana","Female","65.to.74","Unemployed",275
"1796","Nebraska","Female","65.to.74","Unemployed",435
"1797","Nevada","Female","65.to.74","Unemployed",2598
"1798","New Hampshire","Female","65.to.74","Unemployed",578
"1799","New Jersey","Female","65.to.74","Unemployed",7419
"1800","New Mexico","Female","65.to.74","Unemployed",1016
"1801","New York","Female","65.to.74","Unemployed",10041
"1802","North Carolina","Female","65.to.74","Unemployed",5136
"1803","North Dakota","Female","65.to.74","Unemployed",92
"1804","Ohio","Female","65.to.74","Unemployed",4629
"1805","Oklahoma","Female","65.to.74","Unemployed",1133
"1806","Oregon","Female","65.to.74","Unemployed",2057
"1807","Pennsylvania","Female","65.to.74","Unemployed",6286
"1808","Rhode Island","Female","65.to.74","Unemployed",722
"1809","South Carolina","Female","65.to.74","Unemployed",2794
"1810","South Dakota","Female","65.to.74","Unemployed",125
"1811","Tennessee","Female","65.to.74","Unemployed",3055
"1812","Texas","Female","65.to.74","Unemployed",8180
"1813","Utah","Female","65.to.74","Unemployed",436
"1814","Vermont","Female","65.to.74","Unemployed",183
"1815","Virginia","Female","65.to.74","Unemployed",2019
"1816","Washington","Female","65.to.74","Unemployed",2889
"1817","West Virginia","Female","65.to.74","Unemployed",341
"1818","Wisconsin","Female","65.to.74","Unemployed",2344
"1819","Wyoming","Female","65.to.74","Unemployed",191
"1820","Puerto Rico","Female","65.to.74","Unemployed",678
