"","state","level","household","education","freq"
"1065","Mississippi","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",18502
"1066","Missouri","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",21833
"1067","Montana","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",2027
"1068","Nebraska","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",4427
"1069","Nevada","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",13318
"1070","New Hampshire","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",3083
"1071","New Jersey","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",37571
"1072","New Mexico","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",10063
"1073","New York","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",108789
"1074","North Carolina","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",40585
"1075","North Dakota","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",1152
"1076","Ohio","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",38628
"1077","Oklahoma","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",12690
"1078","Oregon","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",10487
"1079","Pennsylvania","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",44356
"1080","Rhode Island","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",5554
"1081","South Carolina","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",24987
"1082","South Dakota","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",1880
"1083","Tennessee","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",29573
"1084","Texas","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",137480
"1085","Utah","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",5909
"1086","Vermont","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",1071
"1087","Virginia","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",33599
"1088","Washington","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",16777
"1089","West Virginia","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",8157
"1090","Wisconsin","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",14813
"1091","Wyoming","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",885
"1092","Puerto Rico","at.or.above.poverty.level","Female.hoholder","L.than.highhool.graduate",23798
"1093","Alabama","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",50186
"1094","Alaska","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",5394
"1095","Arizona","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",45089
"1096","Arkansas","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",29566
"1097","California","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",255029
"1098","Colorado","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",32860
"1099","Connecticut","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",38935
"1100","Delaware","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",11380
"1101","District of Columbia","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",9410
"1102","Florida","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",191198
"1103","Georgia","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",95779
"1104","Hawaii","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",12586
"1105","Idaho","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",9460
"1106","Illinois","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",111457
"1107","Indiana","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",66647
"1108","Iowa","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",21459
"1109","Kansas","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",19340
"1110","Kentucky","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",39942
"1111","Louisiana","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",56188
"1112","Maine","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",10541
"1113","Maryland","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",68635
"1114","Massachusetts","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",64866
"1115","Michigan","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",91370
"1116","Minnesota","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",35684
"1117","Mississippi","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",30261
"1118","Missouri","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",54741
"1119","Montana","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",6479
"1120","Nebraska","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",13012
"1121","Nevada","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",26268
"1122","New Hampshire","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",10878
"1123","New Jersey","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",104897
"1124","New Mexico","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",16890
"1125","New York","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",213126
"1126","North Carolina","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",80539
"1127","North Dakota","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",3692
"1128","Ohio","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",123946
"1129","Oklahoma","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",32587
"1130","Oregon","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",25835
"1131","Pennsylvania","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",155076
"1132","Rhode Island","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",10438
"1133","South Carolina","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",51890
"1134","South Dakota","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",5750
"1135","Tennessee","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",67097
"1136","Texas","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",213741
"1137","Utah","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",15808
"1138","Vermont","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",5084
"1139","Virginia","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",71814
"1140","Washington","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",43588
"1141","West Virginia","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",18903
"1142","Wisconsin","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",48944
"1143","Wyoming","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",3792
"1144","Puerto Rico","at.or.above.poverty.level","Female.hoholder","Highhool.graduate",21853
"1145","Alabama","at.or.above.poverty.level","Female.hoholder","ociatedegree",63748
"1146","Alaska","at.or.above.poverty.level","Female.hoholder","ociatedegree",10522
"1147","Arizona","at.or.above.poverty.level","Female.hoholder","ociatedegree",86763
"1148","Arkansas","at.or.above.poverty.level","Female.hoholder","ociatedegree",34846
"1149","California","at.or.above.poverty.level","Female.hoholder","ociatedegree",474325
"1150","Colorado","at.or.above.poverty.level","Female.hoholder","ociatedegree",57976
"1151","Connecticut","at.or.above.poverty.level","Female.hoholder","ociatedegree",47100
"1152","Delaware","at.or.above.poverty.level","Female.hoholder","ociatedegree",12948
"1153","District of Columbia","at.or.above.poverty.level","Female.hoholder","ociatedegree",8575
"1154","Florida","at.or.above.poverty.level","Female.hoholder","ociatedegree",252381
"1155","Georgia","at.or.above.poverty.level","Female.hoholder","ociatedegree",133207
"1156","Hawaii","at.or.above.poverty.level","Female.hoholder","ociatedegree",15954
"1157","Idaho","at.or.above.poverty.level","Female.hoholder","ociatedegree",15938
"1158","Illinois","at.or.above.poverty.level","Female.hoholder","ociatedegree",164720
"1159","Indiana","at.or.above.poverty.level","Female.hoholder","ociatedegree",77265
"1160","Iowa","at.or.above.poverty.level","Female.hoholder","ociatedegree",34123
"1161","Kansas","at.or.above.poverty.level","Female.hoholder","ociatedegree",33121
"1162","Kentucky","at.or.above.poverty.level","Female.hoholder","ociatedegree",47476
"1163","Louisiana","at.or.above.poverty.level","Female.hoholder","ociatedegree",59042
"1164","Maine","at.or.above.poverty.level","Female.hoholder","ociatedegree",14350
"1165","Maryland","at.or.above.poverty.level","Female.hoholder","ociatedegree",88974
"1166","Massachusetts","at.or.above.poverty.level","Female.hoholder","ociatedegree",80334
"1167","Michigan","at.or.above.poverty.level","Female.hoholder","ociatedegree",133438
"1168","Minnesota","at.or.above.poverty.level","Female.hoholder","ociatedegree",61821
"1169","Mississippi","at.or.above.poverty.level","Female.hoholder","ociatedegree",42750
"1170","Missouri","at.or.above.poverty.level","Female.hoholder","ociatedegree",76588
"1171","Montana","at.or.above.poverty.level","Female.hoholder","ociatedegree",9554
"1172","Nebraska","at.or.above.poverty.level","Female.hoholder","ociatedegree",20504
"1173","Nevada","at.or.above.poverty.level","Female.hoholder","ociatedegree",37129
"1174","New Hampshire","at.or.above.poverty.level","Female.hoholder","ociatedegree",13591
"1175","New Jersey","at.or.above.poverty.level","Female.hoholder","ociatedegree",101675
"1176","New Mexico","at.or.above.poverty.level","Female.hoholder","ociatedegree",26643
"1177","New York","at.or.above.poverty.level","Female.hoholder","ociatedegree",255072
"1178","North Carolina","at.or.above.poverty.level","Female.hoholder","ociatedegree",133178
"1179","North Dakota","at.or.above.poverty.level","Female.hoholder","ociatedegree",6369
"1180","Ohio","at.or.above.poverty.level","Female.hoholder","ociatedegree",148439
"1181","Oklahoma","at.or.above.poverty.level","Female.hoholder","ociatedegree",45271
"1182","Oregon","at.or.above.poverty.level","Female.hoholder","ociatedegree",45974
"1183","Pennsylvania","at.or.above.poverty.level","Female.hoholder","ociatedegree",136053
"1184","Rhode Island","at.or.above.poverty.level","Female.hoholder","ociatedegree",15097
"1185","South Carolina","at.or.above.poverty.level","Female.hoholder","ociatedegree",62876
"1186","South Dakota","at.or.above.poverty.level","Female.hoholder","ociatedegree",8455
"1187","Tennessee","at.or.above.poverty.level","Female.hoholder","ociatedegree",77585
"1188","Texas","at.or.above.poverty.level","Female.hoholder","ociatedegree",315591
"1189","Utah","at.or.above.poverty.level","Female.hoholder","ociatedegree",27005
"1190","Vermont","at.or.above.poverty.level","Female.hoholder","ociatedegree",5915
"1191","Virginia","at.or.above.poverty.level","Female.hoholder","ociatedegree",100220
"1192","Washington","at.or.above.poverty.level","Female.hoholder","ociatedegree",85264
"1193","West Virginia","at.or.above.poverty.level","Female.hoholder","ociatedegree",15833
"1194","Wisconsin","at.or.above.poverty.level","Female.hoholder","ociatedegree",64631
"1195","Wyoming","at.or.above.poverty.level","Female.hoholder","ociatedegree",6686
"1196","Puerto Rico","at.or.above.poverty.level","Female.hoholder","ociatedegree",30680
"1197","Alabama","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",32465
"1198","Alaska","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",4266
"1199","Arizona","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",44160
"1200","Arkansas","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",16215
"1201","California","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",293482
"1202","Colorado","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",40507
"1203","Connecticut","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",33074
"1204","Delaware","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",8171
"1205","District of Columbia","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",7430
"1206","Florida","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",149451
"1207","Georgia","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",82645
"1208","Hawaii","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",10764
"1209","Idaho","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",7461
"1210","Illinois","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",100276
"1211","Indiana","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",36669
"1212","Iowa","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",16628
"1213","Kansas","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",20738
"1214","Kentucky","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",25477
"1215","Louisiana","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",34294
"1216","Maine","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",9581
"1217","Maryland","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",68152
"1218","Massachusetts","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",64340
"1219","Michigan","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",63919
"1220","Minnesota","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",35127
"1221","Mississippi","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",22861
"1222","Missouri","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",40674
"1223","Montana","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",5565
"1224","Nebraska","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",11352
"1225","Nevada","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",17557
"1226","New Hampshire","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",10329
"1227","New Jersey","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",82964
"1228","New Mexico","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",16341
"1229","New York","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",197709
"1230","North Carolina","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",72633
"1231","North Dakota","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",3949
"1232","Ohio","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",71542
"1233","Oklahoma","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",23461
"1234","Oregon","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",24953
"1235","Pennsylvania","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",85956
"1236","Rhode Island","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",8787
"1237","South Carolina","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",31715
"1238","South Dakota","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",5420
"1239","Tennessee","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",40582
"1240","Texas","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",172176
"1241","Utah","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",13346
"1242","Vermont","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",5231
"1243","Virginia","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",69919
"1244","Washington","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",46115
"1245","West Virginia","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",8904
"1246","Wisconsin","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",32361
"1247","Wyoming","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",2418
"1248","Puerto Rico","at.or.above.poverty.level","Female.hoholder","Bachelordegree.or.higher",48800
